property_url,mls,mls_id,status,style,street,unit,city,state,zip_code,beds,full_baths,half_baths,sqft,year_built,days_on_mls,list_price,list_date,sold_price,last_sold_date,lot_sqft,price_per_sqft,latitude,longitude,stories,hoa_fee,parking_garage,primary_photo,alt_photos
https://www.realtor.com/realestateandhomes-detail/9613626126,BSMA,73189483,FOR_SALE,CONDOS,105-111  Business St,Unit 4,Boston,MA,02136,2,1,,1068,1899,0,295000,2023-12-30,,,1068,276,42.251556,-71.129715,2,200,,http://ap.rdcpix.com/389f643c5fcb3f06276b2259d3f28b48l-m1714662590od-w480_h360_x2.webp?w=1080&q=75,"http://ap.rdcpix.com/389f643c5fcb3f06276b2259d3f28b48l-m1714662590od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/389f643c5fcb3f06276b2259d3f28b48l-m1071851094od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/389f643c5fcb3f06276b2259d3f28b48l-m286968776od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/389f643c5fcb3f06276b2259d3f28b48l-m1036332569od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/389f643c5fcb3f06276b2259d3f28b48l-m3737819272od-w480_h360_x2.webp?w=1080&q=75"
https://www.realtor.com/realestateandhomes-detail/4018213042,BSMA,73189482,FOR_SALE,CONDOS,6  Greenville St,Apt 4,Boston,MA,02119,3,1,,1107,1910,0,275000,2023-12-30,280000,2004-12-02,1107,248,42.328072,-71.080551,1,500,,http://ap.rdcpix.com/d6cb3ba883769d5832120caf843e2345l-m956578012od-w480_h360_x2.webp?w=1080&q=75,"http://ap.rdcpix.com/d6cb3ba883769d5832120caf843e2345l-m956578012od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/d6cb3ba883769d5832120caf843e2345l-m248005872od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/d6cb3ba883769d5832120caf843e2345l-m748172551od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/d6cb3ba883769d5832120caf843e2345l-m4259219562od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/d6cb3ba883769d5832120caf843e2345l-m1326741498od-w480_h360_x2.webp?w=1080&q=75"
https://www.realtor.com/realestateandhomes-detail/4708148615,BSMA,73189480,FOR_SALE,CONDOS,39  Torrey St,Apt 1,Boston,MA,02124,3,1,1,1106,1905,0,325000,2023-12-30,305000,2006-12-27,1106,294,42.287453,-71.073135,1,253,,http://ap.rdcpix.com/6f7f7771a348f0fd20c793dc8cd12933l-m2637750390od-w480_h360_x2.webp?w=1080&q=75,"http://ap.rdcpix.com/6f7f7771a348f0fd20c793dc8cd12933l-m2637750390od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/6f7f7771a348f0fd20c793dc8cd12933l-m4007341612od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/6f7f7771a348f0fd20c793dc8cd12933l-m2029303085od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/6f7f7771a348f0fd20c793dc8cd12933l-m3000307000od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/6f7f7771a348f0fd20c793dc8cd12933l-m2410231863od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/6f7f7771a348f0fd20c793dc8cd12933l-m3930354740od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/6f7f7771a348f0fd20c793dc8cd12933l-m3672610176od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/6f7f7771a348f0fd20c793dc8cd12933l-m3081370235od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/6f7f7771a348f0fd20c793dc8cd12933l-m3928339481od-w480_h360_x2.webp?w=1080&q=75"
https://www.realtor.com/realestateandhomes-detail/3047997378,BSMA,73189479,FOR_SALE,CONDOS,133  Harold St,Apt 1,Boston,MA,02121,2,1,,978,1905,0,325000,2023-12-30,253500,2005-06-13,978,332,42.31699,-71.090195,1,282,,http://ap.rdcpix.com/71214e88deb6c56700b15f46cd54a8edl-m2288642211od-w480_h360_x2.webp?w=1080&q=75,"http://ap.rdcpix.com/71214e88deb6c56700b15f46cd54a8edl-m2288642211od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/71214e88deb6c56700b15f46cd54a8edl-m1043243924od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/71214e88deb6c56700b15f46cd54a8edl-m1607438823od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/71214e88deb6c56700b15f46cd54a8edl-m2075998272od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/71214e88deb6c56700b15f46cd54a8edl-m2543545220od-w480_h360_x2.webp?w=1080&q=75"
https://www.realtor.com/realestateandhomes-detail/9628511853,BSMA,73189474,FOR_SALE,CONDOS,472 W Broadway,Apt 402,Boston,MA,02127,1,1,,497,2022,0,575000,2023-12-30,,,,1157,42.33596,-71.045692,1,206,,http://ap.rdcpix.com/34aaff5553a2480e2bb43ab9b3b938f6l-m2291793867od-w480_h360_x2.webp?w=1080&q=75,"http://ap.rdcpix.com/34aaff5553a2480e2bb43ab9b3b938f6l-m2291793867od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/34aaff5553a2480e2bb43ab9b3b938f6l-m3661245270od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/34aaff5553a2480e2bb43ab9b3b938f6l-m1523282482od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/34aaff5553a2480e2bb43ab9b3b938f6l-m3924893811od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/34aaff5553a2480e2bb43ab9b3b938f6l-m156799403od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/34aaff5553a2480e2bb43ab9b3b938f6l-m2285591841od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/34aaff5553a2480e2bb43ab9b3b938f6l-m3270878619od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/34aaff5553a2480e2bb43ab9b3b938f6l-m3779578044od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/34aaff5553a2480e2bb43ab9b3b938f6l-m4133480127od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/34aaff5553a2480e2bb43ab9b3b938f6l-m2175903110od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/34aaff5553a2480e2bb43ab9b3b938f6l-m1862025245od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/34aaff5553a2480e2bb43ab9b3b938f6l-m1060440726od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/34aaff5553a2480e2bb43ab9b3b938f6l-m2651351389od-w480_h360_x2.webp?w=1080&q=75"
https://www.realtor.com/realestateandhomes-detail/3342058558,BSMA,73189406,FOR_SALE,SINGLE_FAMILY,49  Alleyne St,,Boston,MA,02132,3,1,1,1336,1996,1,659000,2023-12-29,146000,1996-10-01,2806,493,42.271278,-71.147735,,0,1,http://ap.rdcpix.com/b118c4772da1ce3c9ea1ff3bd42f7a80l-m824084166od-w480_h360_x2.webp?w=1080&q=75,"http://ap.rdcpix.com/b118c4772da1ce3c9ea1ff3bd42f7a80l-m824084166od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/b118c4772da1ce3c9ea1ff3bd42f7a80l-m2630220749od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/b118c4772da1ce3c9ea1ff3bd42f7a80l-m949334844od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/b118c4772da1ce3c9ea1ff3bd42f7a80l-m3690805253od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/b118c4772da1ce3c9ea1ff3bd42f7a80l-m885636978od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/b118c4772da1ce3c9ea1ff3bd42f7a80l-m1984508558od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/b118c4772da1ce3c9ea1ff3bd42f7a80l-m3885040465od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/b118c4772da1ce3c9ea1ff3bd42f7a80l-m3633676711od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/b118c4772da1ce3c9ea1ff3bd42f7a80l-m2976009331od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/b118c4772da1ce3c9ea1ff3bd42f7a80l-m54461880od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/b118c4772da1ce3c9ea1ff3bd42f7a80l-m4282898715od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/b118c4772da1ce3c9ea1ff3bd42f7a80l-m4056928160od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/b118c4772da1ce3c9ea1ff3bd42f7a80l-m1244722870od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/b118c4772da1ce3c9ea1ff3bd42f7a80l-m1201646019od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/b118c4772da1ce3c9ea1ff3bd42f7a80l-m1988483791od-w480_h360_x2.webp?w=1080&q=75"
https://www.realtor.com/realestateandhomes-detail/4717872369,BSMA,73189383,FOR_SALE,SINGLE_FAMILY,64  Braeburn Rd,,Boston,MA,02136,2,1,,1746,1880,1,449900,2023-12-29,,,8250,258,42.259152,-71.127958,,0,,http://ap.rdcpix.com/8e36d24f9d9353911887283613f36f9cl-m4094196995od-w480_h360_x2.webp?w=1080&q=75,"http://ap.rdcpix.com/8e36d24f9d9353911887283613f36f9cl-m4094196995od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/8e36d24f9d9353911887283613f36f9cl-m2408072951od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/8e36d24f9d9353911887283613f36f9cl-m3209599150od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/8e36d24f9d9353911887283613f36f9cl-m3949949872od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/8e36d24f9d9353911887283613f36f9cl-m3176945886od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/8e36d24f9d9353911887283613f36f9cl-m2705815797od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/8e36d24f9d9353911887283613f36f9cl-m3437356323od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/8e36d24f9d9353911887283613f36f9cl-m3311801173od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/8e36d24f9d9353911887283613f36f9cl-m3504494488od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/8e36d24f9d9353911887283613f36f9cl-m207467762od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/8e36d24f9d9353911887283613f36f9cl-m1292425547od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/8e36d24f9d9353911887283613f36f9cl-m4082224564od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/8e36d24f9d9353911887283613f36f9cl-m1189582936od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/8e36d24f9d9353911887283613f36f9cl-m1496429676od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/8e36d24f9d9353911887283613f36f9cl-m2580438152od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/8e36d24f9d9353911887283613f36f9cl-m2832855574od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/8e36d24f9d9353911887283613f36f9cl-m1190016274od-w480_h360_x2.webp?w=1080&q=75"
https://www.realtor.com/realestateandhomes-detail/4076850743,BSMA,73189261,FOR_SALE,MULTI_FAMILY,5-7  Denvir St,,Boston,MA,02124,5,2,,2331,1920,2,650000,2023-12-28,,,3200,279,42.289567,-71.061836,3,0,,http://ap.rdcpix.com/18c30b14d1b08f38e7fb3616c1dbe596l-m1305322852od-w480_h360_x2.webp?w=1080&q=75,http://ap.rdcpix.com/18c30b14d1b08f38e7fb3616c1dbe596l-m1305322852od-w480_h360_x2.webp?w=1080&q=75
https://www.realtor.com/realestateandhomes-detail/9505690054,BSMA,73189194,FOR_SALE,CONDOS,166  Salem St,Apt 5,Boston,MA,02113,2,1,,518,2023,2,685000,2023-12-28,,,,1322,42.366177,-71.055008,1,120,,http://ap.rdcpix.com/cf41697606088c6796fa8208d278de6dl-m996150931od-w480_h360_x2.webp?w=1080&q=75,"http://ap.rdcpix.com/cf41697606088c6796fa8208d278de6dl-m996150931od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/cf41697606088c6796fa8208d278de6dl-m1096664432od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/cf41697606088c6796fa8208d278de6dl-m1652970110od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/cf41697606088c6796fa8208d278de6dl-m3810506068od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/cf41697606088c6796fa8208d278de6dl-m1658058506od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/cf41697606088c6796fa8208d278de6dl-m3161742616od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/cf41697606088c6796fa8208d278de6dl-m662101844od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/cf41697606088c6796fa8208d278de6dl-m1696413718od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/cf41697606088c6796fa8208d278de6dl-m2205675850od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/cf41697606088c6796fa8208d278de6dl-m2808197187od-w480_h360_x2.webp?w=1080&q=75"
https://www.realtor.com/realestateandhomes-detail/9741867020,BSMA,73189130,FOR_SALE,CONDOS,110  Sawyer Ave,Unit Top,Boston,MA,02125,3,2,,1329,1908,2,799000,2023-12-28,,,,601,42.31348,-71.063629,1,315,,http://ap.rdcpix.com/9ba02bf2188232d3809ec2ef16329369l-b3820099921od-w480_h360_x2.webp?w=1080&q=75,"http://ap.rdcpix.com/9ba02bf2188232d3809ec2ef16329369l-b3820099921od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/9ba02bf2188232d3809ec2ef16329369l-b3023432035od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/9ba02bf2188232d3809ec2ef16329369l-b3235621365od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/9ba02bf2188232d3809ec2ef16329369l-b47178466od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/9ba02bf2188232d3809ec2ef16329369l-b972717314od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/9ba02bf2188232d3809ec2ef16329369l-b2270526014od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/9ba02bf2188232d3809ec2ef16329369l-b1071455564od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/9ba02bf2188232d3809ec2ef16329369l-b2472213393od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/9ba02bf2188232d3809ec2ef16329369l-b612272351od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/9ba02bf2188232d3809ec2ef16329369l-b1323785982od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/9ba02bf2188232d3809ec2ef16329369l-b3088199624od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/9ba02bf2188232d3809ec2ef16329369l-b2650327128od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/9ba02bf2188232d3809ec2ef16329369l-b3554545608od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/9ba02bf2188232d3809ec2ef16329369l-b4011484276od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/9ba02bf2188232d3809ec2ef16329369l-b655176092od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/9ba02bf2188232d3809ec2ef16329369l-b277039484od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/9ba02bf2188232d3809ec2ef16329369l-b3179925670od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/9ba02bf2188232d3809ec2ef16329369l-b2063185237od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/9ba02bf2188232d3809ec2ef16329369l-b1784522217od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/9ba02bf2188232d3809ec2ef16329369l-b3962158563od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/9ba02bf2188232d3809ec2ef16329369l-b3324517877od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/9ba02bf2188232d3809ec2ef16329369l-b166878077od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/9ba02bf2188232d3809ec2ef16329369l-b1479120153od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/9ba02bf2188232d3809ec2ef16329369l-b219970806od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/9ba02bf2188232d3809ec2ef16329369l-b1478725828od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/9ba02bf2188232d3809ec2ef16329369l-b1568406606od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/9ba02bf2188232d3809ec2ef16329369l-b1502802069od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/9ba02bf2188232d3809ec2ef16329369l-b1448545768od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/9ba02bf2188232d3809ec2ef16329369l-b2224912332od-w480_h360_x2.webp?w=1080&q=75"
