property_url,mls,mls_id,status,style,street,unit,city,state,zip_code,beds,full_baths,half_baths,sqft,year_built,days_on_mls,list_price,list_date,sold_price,last_sold_date,lot_sqft,price_per_sqft,latitude,longitude,stories,hoa_fee,parking_garage,primary_photo,alt_photos
https://www.realtor.com/realestateandhomes-detail/3212433210,BSMA,73183985,FOR_SALE,CONDOS,96  Hemingway St,Unit 96,Winchester,MA,01890,3,1,1,1140,1900,30,709000,2023-11-30,,,5000,622,42.462716,-71.144606,3,0,,http://ap.rdcpix.com/026d31d4a8df7e660db259dc6d3392a5l-m2274601013od-w480_h360_x2.webp?w=1080&q=75,"http://ap.rdcpix.com/026d31d4a8df7e660db259dc6d3392a5l-m2274601013od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/026d31d4a8df7e660db259dc6d3392a5l-m3239137123od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/026d31d4a8df7e660db259dc6d3392a5l-m4283676904od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/026d31d4a8df7e660db259dc6d3392a5l-m3121244992od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/026d31d4a8df7e660db259dc6d3392a5l-m335112894od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/026d31d4a8df7e660db259dc6d3392a5l-m2053674805od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/026d31d4a8df7e660db259dc6d3392a5l-m3419068554od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/026d31d4a8df7e660db259dc6d3392a5l-m3642144017od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/026d31d4a8df7e660db259dc6d3392a5l-m117014363od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/026d31d4a8df7e660db259dc6d3392a5l-m2054955383od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/026d31d4a8df7e660db259dc6d3392a5l-m3835905935od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/026d31d4a8df7e660db259dc6d3392a5l-m1119544358od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/026d31d4a8df7e660db259dc6d3392a5l-m2019400464od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/026d31d4a8df7e660db259dc6d3392a5l-m1364914153od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/026d31d4a8df7e660db259dc6d3392a5l-m3363240828od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/026d31d4a8df7e660db259dc6d3392a5l-m2419085669od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/026d31d4a8df7e660db259dc6d3392a5l-m3675468619od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/026d31d4a8df7e660db259dc6d3392a5l-m760137356od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/026d31d4a8df7e660db259dc6d3392a5l-m3857019335od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/026d31d4a8df7e660db259dc6d3392a5l-m206501028od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/026d31d4a8df7e660db259dc6d3392a5l-m3649022370od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/026d31d4a8df7e660db259dc6d3392a5l-m3380577289od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/026d31d4a8df7e660db259dc6d3392a5l-m4044523099od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/026d31d4a8df7e660db259dc6d3392a5l-m1479603292od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/026d31d4a8df7e660db259dc6d3392a5l-m2112544488od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/026d31d4a8df7e660db259dc6d3392a5l-m2300243426od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/026d31d4a8df7e660db259dc6d3392a5l-m638467282od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/026d31d4a8df7e660db259dc6d3392a5l-m2679615855od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/026d31d4a8df7e660db259dc6d3392a5l-m3467681144od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/026d31d4a8df7e660db259dc6d3392a5l-m3125022549od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/026d31d4a8df7e660db259dc6d3392a5l-m3073115953od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/026d31d4a8df7e660db259dc6d3392a5l-m1526868072od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/026d31d4a8df7e660db259dc6d3392a5l-m4738850od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/026d31d4a8df7e660db259dc6d3392a5l-m3743971277od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/026d31d4a8df7e660db259dc6d3392a5l-m3311920616od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/026d31d4a8df7e660db259dc6d3392a5l-m3298750799od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/026d31d4a8df7e660db259dc6d3392a5l-m2551625327od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/026d31d4a8df7e660db259dc6d3392a5l-m1413312549od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/026d31d4a8df7e660db259dc6d3392a5l-m872282243od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/026d31d4a8df7e660db259dc6d3392a5l-m1115859949od-w480_h360_x2.webp?w=1080&q=75"
https://www.realtor.com/realestateandhomes-detail/9546006194,BSMA,73177272,FOR_SALE,MULTI_FAMILY,47-49  Clark St,,Winchester,MA,01890,6,2,1,2170,1890,57,975000,2023-11-03,,,4578,449,42.459164,-71.142319,4,0,,http://ap.rdcpix.com/e7a2d6105f937079fc17c8e5abe865bcl-b664466722od-w480_h360_x2.webp?w=1080&q=75,"http://ap.rdcpix.com/e7a2d6105f937079fc17c8e5abe865bcl-b664466722od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/e7a2d6105f937079fc17c8e5abe865bcl-b1338755od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/e7a2d6105f937079fc17c8e5abe865bcl-b1759516106od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/e7a2d6105f937079fc17c8e5abe865bcl-b3368183673od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/e7a2d6105f937079fc17c8e5abe865bcl-b4027407530od-w480_h360_x2.webp?w=1080&q=75"
https://www.realtor.com/realestateandhomes-detail/3008361639,BSMA,73177163,FOR_SALE,CONDOS,10  Winchester Pl,Apt 302,Winchester,MA,01890,2,2,,2256,2002,57,1199000,2023-11-03,,,,531,42.453321,-71.136459,1,599,2,http://ap.rdcpix.com/43266ace34c77482087997945c8b599el-m1435336816od-w480_h360_x2.webp?w=1080&q=75,"http://ap.rdcpix.com/43266ace34c77482087997945c8b599el-m1435336816od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/43266ace34c77482087997945c8b599el-m3848873822od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/43266ace34c77482087997945c8b599el-m3563787632od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/43266ace34c77482087997945c8b599el-m756466840od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/43266ace34c77482087997945c8b599el-m3684709750od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/43266ace34c77482087997945c8b599el-m78092514od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/43266ace34c77482087997945c8b599el-m1861171602od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/43266ace34c77482087997945c8b599el-m854030420od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/43266ace34c77482087997945c8b599el-m3705121051od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/43266ace34c77482087997945c8b599el-m872245309od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/43266ace34c77482087997945c8b599el-m2244363031od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/43266ace34c77482087997945c8b599el-m700587484od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/43266ace34c77482087997945c8b599el-m867356821od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/43266ace34c77482087997945c8b599el-m491910089od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/43266ace34c77482087997945c8b599el-m632286912od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/43266ace34c77482087997945c8b599el-m4290883860od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/43266ace34c77482087997945c8b599el-m3323289393od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/43266ace34c77482087997945c8b599el-m3578155805od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/43266ace34c77482087997945c8b599el-m2688684393od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/43266ace34c77482087997945c8b599el-m1052481432od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/43266ace34c77482087997945c8b599el-m142750990od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/43266ace34c77482087997945c8b599el-m483625276od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/43266ace34c77482087997945c8b599el-m4088347847od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/43266ace34c77482087997945c8b599el-m2767224043od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/43266ace34c77482087997945c8b599el-m2828269464od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/43266ace34c77482087997945c8b599el-m1225898290od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/43266ace34c77482087997945c8b599el-m174253754od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/43266ace34c77482087997945c8b599el-m2332920677od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/43266ace34c77482087997945c8b599el-m1744214888od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/43266ace34c77482087997945c8b599el-m1973665457od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/43266ace34c77482087997945c8b599el-m2813824739od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/43266ace34c77482087997945c8b599el-m2790564325od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/43266ace34c77482087997945c8b599el-m4286125203od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/43266ace34c77482087997945c8b599el-m2063469449od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/43266ace34c77482087997945c8b599el-m2370041745od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/43266ace34c77482087997945c8b599el-m3828355739od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/43266ace34c77482087997945c8b599el-m3622634008od-w480_h360_x2.webp?w=1080&q=75"
https://www.realtor.com/realestateandhomes-detail/3522652832,BSMA,73176847,FOR_SALE,SINGLE_FAMILY,43  Mayflower Rd,,Winchester,MA,01890,4,3,,4190,1970,58,1799000,2023-11-02,,,20038,429,42.439545,-71.172739,2,0,2,http://ap.rdcpix.com/b5a114cc64ae8ceeb0f34708db94b37bl-m619587729od-w480_h360_x2.webp?w=1080&q=75,"http://ap.rdcpix.com/b5a114cc64ae8ceeb0f34708db94b37bl-m619587729od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/b5a114cc64ae8ceeb0f34708db94b37bl-m183739513od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/b5a114cc64ae8ceeb0f34708db94b37bl-m1365063767od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/b5a114cc64ae8ceeb0f34708db94b37bl-m2886670085od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/b5a114cc64ae8ceeb0f34708db94b37bl-m2253585705od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/b5a114cc64ae8ceeb0f34708db94b37bl-m1598082124od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/b5a114cc64ae8ceeb0f34708db94b37bl-m4091260035od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/b5a114cc64ae8ceeb0f34708db94b37bl-m951772431od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/b5a114cc64ae8ceeb0f34708db94b37bl-m2323933924od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/b5a114cc64ae8ceeb0f34708db94b37bl-m1284651912od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/b5a114cc64ae8ceeb0f34708db94b37bl-m2422416319od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/b5a114cc64ae8ceeb0f34708db94b37bl-m665018464od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/b5a114cc64ae8ceeb0f34708db94b37bl-m3247124345od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/b5a114cc64ae8ceeb0f34708db94b37bl-m1108630308od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/b5a114cc64ae8ceeb0f34708db94b37bl-m634706294od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/b5a114cc64ae8ceeb0f34708db94b37bl-m1870530848od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/b5a114cc64ae8ceeb0f34708db94b37bl-m3836361592od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/b5a114cc64ae8ceeb0f34708db94b37bl-m223222116od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/b5a114cc64ae8ceeb0f34708db94b37bl-m348258147od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/b5a114cc64ae8ceeb0f34708db94b37bl-m227981045od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/b5a114cc64ae8ceeb0f34708db94b37bl-m3826524777od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/b5a114cc64ae8ceeb0f34708db94b37bl-m1156582906od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/b5a114cc64ae8ceeb0f34708db94b37bl-m2619107845od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/b5a114cc64ae8ceeb0f34708db94b37bl-m1749990028od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/b5a114cc64ae8ceeb0f34708db94b37bl-m1333055243od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/b5a114cc64ae8ceeb0f34708db94b37bl-m255056086od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/b5a114cc64ae8ceeb0f34708db94b37bl-m685272510od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/b5a114cc64ae8ceeb0f34708db94b37bl-m4033125506od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/b5a114cc64ae8ceeb0f34708db94b37bl-m363808370od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/b5a114cc64ae8ceeb0f34708db94b37bl-m872781914od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/b5a114cc64ae8ceeb0f34708db94b37bl-m1724052284od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/b5a114cc64ae8ceeb0f34708db94b37bl-m1928757650od-w480_h360_x2.webp?w=1080&q=75"
https://www.realtor.com/realestateandhomes-detail/3212433210,BSMA,73171223,FOR_SALE,SINGLE_FAMILY,96  Hemingway St,Unit 96,Winchester,MA,01890,3,1,1,1140,1900,74,709000,2023-10-17,,,5000,622,42.462716,-71.144606,,0,,http://ap.rdcpix.com/ab7ef98f01902a9575c56df063b12cc0l-m2274601013od-w480_h360_x2.webp?w=1080&q=75,"http://ap.rdcpix.com/ab7ef98f01902a9575c56df063b12cc0l-m2274601013od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/ab7ef98f01902a9575c56df063b12cc0l-m3239137123od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/ab7ef98f01902a9575c56df063b12cc0l-m4283676904od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/ab7ef98f01902a9575c56df063b12cc0l-m3121244992od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/ab7ef98f01902a9575c56df063b12cc0l-m335112894od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/ab7ef98f01902a9575c56df063b12cc0l-m2053674805od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/ab7ef98f01902a9575c56df063b12cc0l-m3419068554od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/ab7ef98f01902a9575c56df063b12cc0l-m3642144017od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/ab7ef98f01902a9575c56df063b12cc0l-m117014363od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/ab7ef98f01902a9575c56df063b12cc0l-m2054955383od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/ab7ef98f01902a9575c56df063b12cc0l-m3835905935od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/ab7ef98f01902a9575c56df063b12cc0l-m1119544358od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/ab7ef98f01902a9575c56df063b12cc0l-m2019400464od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/ab7ef98f01902a9575c56df063b12cc0l-m1364914153od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/ab7ef98f01902a9575c56df063b12cc0l-m3363240828od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/ab7ef98f01902a9575c56df063b12cc0l-m2419085669od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/ab7ef98f01902a9575c56df063b12cc0l-m3675468619od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/ab7ef98f01902a9575c56df063b12cc0l-m760137356od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/ab7ef98f01902a9575c56df063b12cc0l-m3857019335od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/ab7ef98f01902a9575c56df063b12cc0l-m206501028od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/ab7ef98f01902a9575c56df063b12cc0l-m3649022370od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/ab7ef98f01902a9575c56df063b12cc0l-m3380577289od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/ab7ef98f01902a9575c56df063b12cc0l-m4044523099od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/ab7ef98f01902a9575c56df063b12cc0l-m1479603292od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/ab7ef98f01902a9575c56df063b12cc0l-m2112544488od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/ab7ef98f01902a9575c56df063b12cc0l-m2300243426od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/ab7ef98f01902a9575c56df063b12cc0l-m638467282od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/ab7ef98f01902a9575c56df063b12cc0l-m2679615855od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/ab7ef98f01902a9575c56df063b12cc0l-m3467681144od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/ab7ef98f01902a9575c56df063b12cc0l-m3125022549od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/ab7ef98f01902a9575c56df063b12cc0l-m3073115953od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/ab7ef98f01902a9575c56df063b12cc0l-m1526868072od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/ab7ef98f01902a9575c56df063b12cc0l-m4738850od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/ab7ef98f01902a9575c56df063b12cc0l-m3743971277od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/ab7ef98f01902a9575c56df063b12cc0l-m3311920616od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/ab7ef98f01902a9575c56df063b12cc0l-m3298750799od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/ab7ef98f01902a9575c56df063b12cc0l-m2551625327od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/ab7ef98f01902a9575c56df063b12cc0l-m1413312549od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/ab7ef98f01902a9575c56df063b12cc0l-m872282243od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/ab7ef98f01902a9575c56df063b12cc0l-m1115859949od-w480_h360_x2.webp?w=1080&q=75"
https://www.realtor.com/realestateandhomes-detail/4745198118,BSMA,73169344,FOR_SALE,SINGLE_FAMILY,22  Baldwin St,,Winchester,MA,01890,4,2,,1678,1875,80,899000,2023-10-11,,,9500,536,42.469397,-71.132446,,0,,http://ap.rdcpix.com/6ccf85f38985bbbb6d3dd8bc7d59b231l-m1227396557od-w480_h360_x2.webp?w=1080&q=75,"http://ap.rdcpix.com/6ccf85f38985bbbb6d3dd8bc7d59b231l-m1227396557od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/6ccf85f38985bbbb6d3dd8bc7d59b231l-m3107800284od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/6ccf85f38985bbbb6d3dd8bc7d59b231l-m3737619737od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/6ccf85f38985bbbb6d3dd8bc7d59b231l-m1116990369od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/6ccf85f38985bbbb6d3dd8bc7d59b231l-m123670809od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/6ccf85f38985bbbb6d3dd8bc7d59b231l-m3044564355od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/6ccf85f38985bbbb6d3dd8bc7d59b231l-m2711271470od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/6ccf85f38985bbbb6d3dd8bc7d59b231l-m4128513246od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/6ccf85f38985bbbb6d3dd8bc7d59b231l-m3460342207od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/6ccf85f38985bbbb6d3dd8bc7d59b231l-m343317212od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/6ccf85f38985bbbb6d3dd8bc7d59b231l-m1275457443od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/6ccf85f38985bbbb6d3dd8bc7d59b231l-m4011060042od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/6ccf85f38985bbbb6d3dd8bc7d59b231l-m680678456od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/6ccf85f38985bbbb6d3dd8bc7d59b231l-m786359397od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/6ccf85f38985bbbb6d3dd8bc7d59b231l-m1471111335od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/6ccf85f38985bbbb6d3dd8bc7d59b231l-m1395702542od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/6ccf85f38985bbbb6d3dd8bc7d59b231l-m2567994659od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/6ccf85f38985bbbb6d3dd8bc7d59b231l-m3267101802od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/6ccf85f38985bbbb6d3dd8bc7d59b231l-m866317950od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/6ccf85f38985bbbb6d3dd8bc7d59b231l-m3205005033od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/6ccf85f38985bbbb6d3dd8bc7d59b231l-m1500844250od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/6ccf85f38985bbbb6d3dd8bc7d59b231l-m1173869752od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/6ccf85f38985bbbb6d3dd8bc7d59b231l-m1820273494od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/6ccf85f38985bbbb6d3dd8bc7d59b231l-m2185639966od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/6ccf85f38985bbbb6d3dd8bc7d59b231l-m1883880796od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/6ccf85f38985bbbb6d3dd8bc7d59b231l-m1476816801od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/6ccf85f38985bbbb6d3dd8bc7d59b231l-m3459517723od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/6ccf85f38985bbbb6d3dd8bc7d59b231l-m663504630od-w480_h360_x2.webp?w=1080&q=75"
